Address,Amount,LP,Percent,Contract
0x565eb0de25974dbf807eae19e7ae2469be9c5670,976181135,1131848922653,0.00065853,
0x36905da9e1a0125d17ff72d6b6982b244213430e,824005992,955407004771,0.00055587,
0xa765822e7135ba51d95bceb50a3dc2bc2c54766e,544726393,631591780410,0.00036747,
0xa4b4181a3e0c8b3ea1901ffa4aa914689f282360,539452646,625477049602,0.00036391,
0xf300a6e751de095b2a1946c3d460f594a750cca0,433501305,502630062640,0.00029244,
0xe40fe02fd66c0a11183338e9d06e23990ea8cbce,353801409,410220735939,0.00023867,
0x231204f8e6f684843d30e771ecfb8680b68fbae2,297756131,345238136655,0.00020087,
0x036fcb49ebda77dfda61ba8e16607002fc560901,291798945,338330981503,0.00019685,
0x2086a811182f83a023c4da3dd9d2e5539b2d43c9,226859920,263036384170,0.00015304,
0x852ce3c710b5ba7bbb0b6f35f22588b262d6f04e,202831789,235176581096,0.00013683,
0x5c9cfbd803679a831d4d5b6b3363904ad6e8f541,198529657,230188404932,0.00013393,
0xf02240a035c0e864efaed7e07a23ef36d21dc61a,131077002,151979338853,0.00008842,
0x38dc27851f66cf43ab984a9c17ef8c2c5622b8da,120461370,139670873537,0.00008126,
0xc6d4468fc214280dcd5ea4ab2b0d5dc774d9fad8,100042569,115995966202,0.00006749,
0x38f927ae96c428397f29fc0d9a8ae72e7b3029a9,98970652,114753114790,0.00006677,
0x5ce5c394a0f8a4be282c8659e405524a089a9843,98509891,114218878035,0.00006645,
0x7d03b76b3687dd25c10d3e5e6e0b022942173f4c,88659779,102798007200,0.00005981,
0xb1c23c2c7e117942fcb1bf33c1ab2127f9dc6c4c,49408052,57286960812,0.00003333,
0x14de69e710091c40c19605a76fb96d398c3c27c5,32018962,37124900641,0.00002160,
0xf7c5b97bbe763c0de7908b59878c2e1f4515d6d7,18385409,21317258266,0.00001240,
0x7732bb8c5abf8fb4fd41b8ef8c663fe0bb13bc28,9850611,11421449409,0.00000665,
0xf664d3122a7788238d81b274b18f8efa65c35918,7152803,8293432519,0.00000483,
0x4fed5491693007f0cd49f4614ffc38ab6a04b619,4753621,5511662349,0.00000321,
0x07c748773321f019f4da7535c18a53a01a4c2abe,122237,141729656,0.00000008,<Contract>
0xa00ccb3a45cf29e894c1de7c524f3d4604fcd17a,122,141455,0.00000000,
