Address,Amount,LP,Percent,Contract
0x7c28c426469782270b74b0f86c0366d24403fe7d,2079727178,2310272253663,0.00026374,
0xa294016aa0e40fddba9d62d733ef266c1c0dc932,2075978650,2306108188144,0.00026326,
0x997a2faab1f2e7108ef813eeabc22599e1f72d71,2021613981,2245717004291,0.00025637,
0x4a1e7caf1ca7116aa0ec5eb366ec0a28365d815e,2000245568,2221979827521,0.00025366,
0xe7f7b84d2127ed50058fb0cca331a490d31ace03,1987677321,2208018346117,0.00025206,
0xdc05dcb3ff25f0d3c9c4bf63decc744ada48f3f4,1984358337,2204331441062,0.00025164,
0x1aaf3b9f7cff248a74744ad0251a3cb7f51b27e2,1975813860,2194839778720,0.00025056,
0xe74f9211016af21ad247973c371f0cfc2f5a7d5b,1975458290,2194444792535,0.00025051,
0xb012f9199ea0bbf86f99c2e1a572747fb7b5a953,1970806062,2189276848691,0.00024992,
0x03ba8af808f4d73ee31d8b933ab8663a9c27eef0,1889110311,2098524836228,0.00023956,
0x13741ffd92f2943c0f29d9b88e013d93dd11a2b1,1868663101,2075810981052,0.00023697,
0x722b2f56fefad1692a2efe8985fcc565f3adcae9,1864602926,2071300721366,0.00023646,
0x790b61a86b6c27025fe171e73057662cf142f0d7,1848037186,2052898610797,0.00023435,
0x7c83344ebe862a70c1978b30e54fddee68409b94,1834497680,2037858202915,0.00023264,
0x80ca711b6b139c323df40cae2790d0095677ca44,1781699930,1979207636547,0.00022594,
0x343cc3d8480ec2bd0591adb71d858fc4a9ce1a65,1732080955,1924088223573,0.00021965,
0xb0cc42d4dc12a1e40efb72f87290fe06ecde4a9b,1697796552,1886003273863,0.00021530,
0xc36c70bce18fb34e93915aea6f6b356d2a48826a,1620170578,1799772187501,0.00020546,
0x49fb528a0d6281d267018aec91c1f20f1e745322,1618103290,1797475733352,0.00020520,
0x4ae8c67f5be60e7b833d3cc1f954f0f3a8d5edca,1595579786,1772455419680,0.00020234,
0x7fc7fffd5e98250ffef0c9949cecd30274c1df1b,1555031289,1727411979108,0.00019720,
0x41967d7d73aa32c62062bfd4e0f052f59a5530aa,1531530334,1701305860553,0.00019422,
0x486f580b2bb612bec476b6b7ed2e55d1c43986a7,1502186988,1668709701398,0.00019050,
0xb462d5a925a464608c941abea26ea3d73e891aba,1480879335,1645040020087,0.00018779,
0x0814dcf408586adf20bc0adafdd435bc4ea02e06,1381629628,1534788133834,0.00017521,
0xc188a4c7438dbc51546aa9f01aa5c839cbd64b63,1360417617,1511224696776,0.00017252,
0x53822bd2bd8791c6bcdb1d70db08568e73d92c97,1243345195,1381174384852,0.00015767,
0x54167f75e399a93575987a37fd715107e05254bd,1240562279,1378082972821,0.00015732,
0x1bba15127f9fd12a20e0e8c3a1e9c88245452ef3,1221254109,1356634424236,0.00015487,
0x3caec1b35c38fde81b58f4beef61472daf3b8f68,1213460417,1347976774054,0.00015388,
0xf437755b6b3bfda42c94b6b52734211c124d7fb3,1186577542,1318113837767,0.00015047,
0xd53fe2ff2c9555cba9b8e8ae0719029f1971bf41,1170229131,1299953147882,0.00014840,
0x91e24a20aca71772de91bb00105e237a96f1d2ae,1114825540,1238407873870,0.00014137,
0x4310370ccaa2afcd664ea4d9fd3124cff85e050f,1053792523,1170609132177,0.00013363,
0x8497193beb62027a4c3301b151599ca78560160d,1013042057,1125341333632,0.00012847,
0xc0bd0fd903538fb5dafbce523930393543fc06d1,1007551215,1119241812475,0.00012777,
0x9d12632ec721b2deffa1c5224a19788a448ba809,996888007,1107396550348,0.00012642,
0xae86201c431166837f720c3a11c956312ee98412,996617238,1107095765651,0.00012638,
0xce3015d389bec2ee63748d21b3e1a06aeb114a3d,993827611,1103996898682,0.00012603,
0x8bf72116c32744541e4cf328b62664d1dca45396,992223454,1102214915234,0.00012583,
0xbd071ac2cc29adbf5f35c073ac8e9b220cdacda2,992138629,1102120687085,0.00012582,
0xa016b59cea666f53da4da3c9f99b97da1e0b016b,989109021,1098755236377,0.00012543,
