address;raw_amount;assets
0x28a462ebefd70f3e55b91360db1008d67d4a2bf5;743952;0.743952
0x28c3698430d4f1a78d4359eef893cfaef6174711;8382922;8.382922
0x28c974c18c6553b445c4b77f35d83f3499acf58f;0;0.000000
0x28caca2d99111351bd6bf39738628135ee192443;224930716;224.930716
0x28e8469dfd89e9f09abf3bcdcfb9f802c3f022f4;0;0.000000
0x28fd174fc197ba46436d2ae835d74934e57c3033;189895006;189.895006
0x2907b53ffa68caf0dd79b6f8c1238ba8b6708169;0;0.000000
0x2920c5b42d53a99f28a9803dd38e35fd60f8f22a;0;0.000000
0x29431b4faee63881b4eab6663d35585dea20c8c6;0;0.000000
0x296e72969d480aad7266911546e74577a1435114;0;0.000000
0x29d8b968386772ad152973a748e1a288523f0f3d;149320;0.149320
0x29dfb7da8d41d0510663f0c70f2bee86e198f724;82137;0.082137
0x29e2c919e36c0583582bf5e39ff542e3c8b88c47;0;0.000000
0x29e378ab67da3491ff3c4eb5b4da6a4de6868b58;86727;0.086727
0x29e83a72648fda0413c02f08563e5a2c87e4376a;1520;0.001520
0x29f82d09c2afd12f3c10ee49cd713331f4a7228e;0;0.000000
0x2a1842bac18058078f682e1996f763480081174a;0;0.000000
0x2a235a9321723a6dcb6bc3a4e4995cc39a762cd1;0;0.000000
0x2a99721c251d2fd3584a0be06544a8c3b65de45b;72323271;72.323271
0x2aca189767cecf31087aafc0c50a59a7d83b6376;0;0.000000
0x2ad8079f0f1f648956bad476f107df60a23779fb;0;0.000000
0x2b11ef91f6a11449a1e7ebb860e9c66fd6e0345f;0;0.000000
0x2b4c1010731e151d4ab992c2c6c70c89bddbd773;0;0.000000
0x2b5560f15310f8ecb9342512e9df71ca4d352c88;0;0.000000
0x2b59f2cacceea02aead44189e4974bb0eb5cba0d;73259;0.073259
0x2b667478db1f275cc3b4bbb6a739bf8f5571d263;303297;0.303297
0x2b6d4f63eecd81e75be0c679c1f5ace848a371c3;0;0.000000
0x2b9849db25593056c9b0426dd8a949fefbb79308;0;0.000000
0x2bb49f11131f5537f46cb356a1bf93a8169a2720;0;0.000000
0x2be250612790d1df5ebfea46c2346654cd7a0afa;0;0.000000
0x2c09e2377f651d19b081517bdf6dbca486af172f;0;0.000000
0x2c0ad3ffb832ca5643983f2e99a7bd85c72c34ef;0;0.000000
0x2c177735792af1f07b37fc44fb875c18be3fb4fc;0;0.000000
0x2ca43ede57dc4bc707b4ac9ca9c77798cfc6bd9e;0;0.000000
0x2cc38fb901ad772018fe957c309c2372833e1d1a;0;0.000000
0x2cfa6bad2047354558adaaa7357f05b29301d23f;609061;0.609061
0x2d0a364c22e369f322df6b74c3f02981aa9657c8;1517;0.001517
0x2d12523cfd543aceeb0215b0887477dae7abe271;84494;0.084494
0x2d1a0f69ea53d61b4f74648ca1db523610784406;6573392;6.573392
0x2d5afce86989a860ace230db8c06f0af49df4d99;149373;0.149373
0x2d5e088c705e4370a6f35c4eaaa10d0e9de6c895;0;0.000000
0x2d61042e5ccca534e29ea58b79ad02415442f699;0;0.000000
0x2d6563f7b456573107db093de224c6b97e8b5a96;0;0.000000
0x2d7f5212e93740a74b99d8a0799b4514061dbda5;0;0.000000
0x2e1531c10054b22d2564e020dc3a95dcc0d940cc;0;0.000000
0x2e509d6d90a36c999007eb4e2614dbb141289cb5;0;0.000000
0x2e598eb2703069ebaabec95adcf684bc12a3eafd;0;0.000000
0x2e61d8fca5fa250e7269dfad5d9347f674915bd2;0;0.000000
0x2e7caed2701104221a25f616e8b62c0139a42c68;0;0.000000
0x2e9ce2470f1b7569b1445ad0e7330a39d3bd3dde;0;0.000000
0x2ed215b5ccc272eadcf6c69871250d2698ce569a;0;0.000000
0x2ee8eb7b8f1eb6608f193e5daf0de9e6a62612b5;219908411;219.908411
0x2f140ef7f3ab90602881ea37a6a63f023ac7b57f;0;0.000000
0x2f50ffd44daca5f4b420d89b9f609d5bb30e4b53;0;0.000000
0x2f843ec4ba0a0c14813ec00fc20f7bd87cc08f63;0;0.000000
0x2f8ec6866a50a64ac2d0ce211519c6f4172b770b;14641391;14.641391
0x2f987f53d7080607b1745959217510b434ca3723;763182;0.763182
