Network;Silo;Vault;Address;Type;Net Deposited Assets;Debt;Claim Amount;Symbol
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x6d3fd1f49626e40a83fe6ff92e4d267a10e62b8c;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x6dad2932bfa780573156d8741dd8b1b885b2fc8a;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x6e81417b312917305d12f76fa3b6bd66ffaa75e7;eoa;0,000001;0;0,000001;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x6ec43d72138e143b3f869c21c4b59bf81d2ce6dc;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x6f5111029d5b88280124c4140fdcbbb0473ac0cd;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x6fb66dc3c84f32cc3f872a55c6a8ba91c405f0f3;eoa;0,000002;0;-0,076498;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x6fb737d1ebb73cda6cfa36fd16d9273065d1b084;eoa;193,19993;0;202,015562;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x6fcf84ed928985db6084cb993a7d0f764987dceb;contract_other;6,26014;0;6,26014;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x6fdb03ec52932c0bbb48f1367c7739480e78b785;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x70a955ad98b3515105619c729f3b35602e5da165;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x70c2829361a83b7a0e38cb51db4015c32f44d890;contract_other;0,007206;0;0,007206;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x70d7ab475e468b324bf4aa18906e54222104993f;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x70ddf043d521aaea0ed98f39eac0183fdc9e3640;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x70de66d675e79f62d6884245c4399a80eed142cc;eoa;1034,923433;0;1034,923433;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7125cf479508bd6a35cf0a737b13758e65eb63aa;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x71742cc139223c3ad78a5f63d518f3c792a3f4c6;eoa;1,051712;0;1,051712;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x71dfed73231dc7374f5d2034f4f690c8f111164d;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7229834031aba4ce2c80fd3e52eee9ea0563fb1d;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7240bfc8bcb39ddd0f0b96234f1c519a4b1ee1b9;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x725b173519530f94bf77455b596acb54d007bc26;contract_other;4964,350809;0;4180,242919;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7263270673c3b6c9d62154e6f3f70b2caa619db6;eoa;5,218428;0;5,218428;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x72718b587bb239d5c8ce1278412768c414e44113;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x72f4e8b893527e3884bb4ac5a28d5fc65172ec4a;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x72fc4eb059a1d3ffa85fe897d9c4ce004a306c2a;eoa;3,135935;0;3,135935;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x730e48b75ceac21679d77adc3f5e2344f453532e;eoa;633,814427;0;633,814427;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x741d05960b0461574a16bc253e0ba037aa85df4b;eoa;0,000001;0;0,000001;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x742b278560f91c762ad1f0580b37ec3c91592099;eoa;0,000002;0;0,000002;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x748a264c8ec842bde592bab75b3fdcdbf7956fde;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x74b6987d3e5055611f7a7873d5abf3f23e7d97dc;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x752d5a59d9cd3ed8af87e0c8939d5d19db168331;eoa;0,010312;0;0,010312;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7539472dad6a371e6e152c5a203469aa32314130;eoa;1,149966;0;1,149966;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x756c89f08dde3b06be2ad09bafa57468169879ca;eoa;1342,663489;0;1342,663489;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7599176a07a9cdbbdd9eff087b5a25d8412679db;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x765113e7533f86bdbd7a19a95affddf4b119f49c;eoa;103,497504;0;103,497504;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x76e7db1a3dc0f5f4fc4d5c055c361db861e500f4;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7700f677ddd087ca83ecd12f38442bdae9a54fa9;eoa;0,000001;0;0,000001;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x771477af9428d232857478ebc209ba7dabc0189d;eoa;5200,753702;0;5200,753702;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x77379c1827e19126a8f94b327da111a6dfc7b5b3;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7768c8443fdd6fa0b487b326c86efeec7c6e0bc4;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x77bed4760ee17cb9704308f84ccde8cbd7adac2e;eoa;0,000001;0;0,000001;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x77e5cafb1a1466ce514dd9f7e80fd576377875bc;eoa;0,000004;0;0,000004;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x77f2f9320408b90a2f036bbb8c0af47631c87d78;eoa;0,000004;0;0,000004;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x783b642755e3afc2dcb5ad96fb1271e01c6ce4a9;silo_vault;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x788b8b3e7063d17fb0c6dfdbf26d45b82f51c82c;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x788bf4757a3bd2b93a83a3f64d72eef2923b5ab0;eoa;0,000001;0;0,000001;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x78bae8879bb8a7ce4cd788d9c5328f9eb257b2f7;eoa;0,000013;0;0,000013;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x790b7fd80043aafd0b6b040990fb6fe74f482293;eoa;0,000001;0;0,000001;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x792402469631bf84097238fe208892a9d9bccaa3;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x793446713526f307853b8a23c3162a5d853e03a1;contract_other;0,000205;0;0,000205;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x79422ac65ae5d068babc04570970a0ba0d21bd21;eoa;77,065516;0;78,1509;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7ac01acf8ac1984349f1aeb10d9eb11c90e120f8;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7ae573b4bd3ac8a48ead9332b699da5573ac0a86;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7ae94d1374e622e4c9b75b919c82f749bfd121bf;eoa;9153,488111;0;9153,488111;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7b0a7e6845ebd3460c63641f3ba19394227cba2c;eoa;84432,316413;0;84432,316413;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7b1dac408ada0017b0a7bbb4ffad30922717d389;eoa;373,877439;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7b8135db002d27f745ef7f9f284fe9f641e6b217;eoa;0,000002;0;0,000002;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7bfa50ae7fd21b9d0f3615ee6666255abe7bcdf6;eoa;0,000001;0;0,000001;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7c99794f7e145e006be694ede8f3c8c64e87f820;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7cd89748411cd0b8d27d319869d8fa974df04754;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7cf80eb70b99251463a5fa981e3592873e47d5c7;eoa;0,009939;0;106,674387;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7d5030c120ccc460de2d80698c1814802612f6a4;eoa;39,398831;0;39,398831;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7d569c1e98e4f3826affce7fe036dc2e44cd4837;eoa;0,0278;0;0,0278;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7dd9c8b0db70cfe1ecb2596e87e3d4fb74010105;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7de25058b5bb3ba9672b6e11de8c86f1cbfc236e;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7df054a9dcfc46317c8f8039253b54d3d1978b24;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7dfd44160c65379f6d838c2b7d1fc84d93c2d842;eoa;0,000011;0;0,000011;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7e755653a0c7ab5f7445a2d64665a3ab893ca085;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7ed4cc291174448727bb95e3ae0b2d499f49702e;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7ee89d98b5731107a2a9cebc3d9a4e729d070262;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7f121e5e1624915e084c7cdde4e3072403770269;eoa;0,000001;0;0,000001;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7f514ea5abb2099e075eff21231427ca0279e979;eoa;0,000002;0;0,000002;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7f9adb20217a0dabd313123c03421b58952fd740;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7f9c107f7502c7c22472e6dd1bc08ee3b01fc4d6;eoa;0,000191;0;0,000191;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7fad8361f8eecd2a0d922eaec653f7e70dcd710b;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x7febf0878c8d3a266fb16aef1b92eafbce91a12e;eoa;308,736192;0;308,736192;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x800db334a1975fdbf0d7ab1164965b45d364fd82;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x802b8abfda0af980b6b42b1fc42f590b3c354386;eoa;0,000008;0;0,000008;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x80841d48420f90b5a6d99fd5506864ae9dd4937f;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x80b49f989dede20c973e4db3d2a1a4d35d32e64a;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x81931d1d45c517ee218a3a9065d4c43a375b4814;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x81e14e07493bd2a3ad29bb7dab1f26de9c98151b;eoa;0,001785;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8322961c710571556ec8bc91554f675cd1828e85;eoa;0,000001;0;0,000001;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8325aff2ccc014468cdf20f2538d8534db7a100f;eoa;2574,279425;0;2574,279425;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x832fdd7d994ebac6fd3c3e99046d7da59a302973;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8366782726afac41b1b38761094f2d93cbb8e2d4;eoa;5167,208628;0;5167,208628;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x83678fbcbcf8af5a083027097098fae2734edfd4;eoa;722,13552;0;722,13552;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8390618bc761431a266eb7b2d54c2290c57c653f;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x839435084253cfbcf01b2aa99870586f9aa82449;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x83a2077ce2f911dcb3016fdb1853a58274b1a63a;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x83d551f4b638fa349a41ede3c3efaa94fc6dafc0;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x83ebe392824c046be3c7942299bfbb8163759ee9;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x84b6a9dcb7f0fdccfcb68c09eef0ca5646ab7f59;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x84e39518b9a8b298709604e8fd5525307d53a710;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x85644679fd440cd55c7046f2748ec5479cb3c3ab;eoa;57,645497;0;57,645497;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x86164c2beef132d98cf29a5f684a5d635b04a20a;eoa;0,000001;0;0,000001;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x88023c305b471649d326b7b95149146f4b5308b5;eoa;0,000002;0;0,000002;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8836fd691a0eb523d552286663697e37f18d60f0;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8873b9bf783c3e7404397e0226776f79a15341d1;eoa;0,000009;0;0,000009;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x88888887c3ebd4a33e34a15db4254c74c75e5d4a;eoa;0,000003;0;-2,05882;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x889fc25bf1568ba596f1c8d13690e66663716784;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x88c2cf0cf7470381cc33c6e5c02f77825a82765f;eoa;0,000001;0;0,000001;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8905cbc93d00f26e3ce63c62daa03cbc662e0c2d;eoa;0,000004;0;0,000004;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8927d3d9036bdab539456e1aa0711b8e71c585a6;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x894f1fdf83c322a6b35afde5f2942ebeb670ed30;eoa;0,000001;0;0,000001;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8985d5c3465d07321e981f3289eae1789ee13c79;eoa;1,013809;0;1,013809;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x899e6d9f1746be441b457175f8d339ad5462c943;eoa;6484,343711;0;6472,237811;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x89add83aed3dcaedcfdda730ff25d8baf19471b9;eoa;0,000003;0;0,000003;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8a24c908f6f692e15686bfbbf42cef2bf2949c06;eoa;0,061113;0;0,061113;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8a80086904d34e7daf0312e26a6fcaa88212bd13;eoa;0,000001;0;0,000001;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8a81f57a71ce5945fa14132ba58c108b85afa6b6;contract_other;0,000003;0;0,000003;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8a881fb7bc78796e206bdd61cba223df44316f90;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8a9705fae082f5f017988a9e495552b5e1295404;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8ab3c21a040cc6fd3791657a657cc9860b58c0cc;contract_other;1,045687;0;1,045687;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8ad37552ac456e36a43251fc284e5a8298131499;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8afa333d7472fdc6f2be8e9b49b8c8f5ac53693d;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8b43c323b03e9dd312a5736ea3fb598baa92e6f9;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8b4f13c14f1369f89f26f2c6b9ac58a0f2d3f4cc;eoa;0,000002;0;0,000002;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8b71fa4917841ce4bfbd0c3cfb3c568bc1b9410c;eoa;1,054718;0;1,054718;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8bac163321bd04c77d45cea5636051813e0a331c;eoa;0,000002;0;0,000002;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8bc7acebea62b2e358997150431b78ffd022715a;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8c15d5d5df361cbf8e33b1f019e35f47324d9500;Gnosis Safe;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8c2df3da1e11ac79c398d4c85f55087b59d3a6f6;eoa;0,000001;0;0,000001;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8ca32d1f41d4a55a400fd485374a9d0b5ad954f7;eoa;1013,441837;0;1013,441837;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8cac1694208f461a192f95c7fed8de18aa74c542;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8cbe0e70513178e65aaf6721955f6202262145d6;eoa;0;0;0;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8d02f47ada375c301186fd212947f84097be852a;eoa;0,000001;0;0,000001;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8d285e28f27656666458a52be2983000ffa06897;eoa;41,462986;0;41,462986;USDC
Sonic;0xa1627a0e1d0ebca9326d2219b84df0c600bed4b1;0xf6f87073cf8929c206a77b0694619dc776f89885;0x8d655b1af80200a6b81e11482fdea66328b16e05;eoa;0;0;0;USDC
