address,raw_amount,Amount sent
0x3239849f7b08e22afef883a400aedc54f24dc11b,229470,0.2294
0x3e2e0255c42001c386c2d98c958504d036b81147,226111,0.2261
0xae98402f7b8e5acec6c75bb580abfd04a871258c,225573,0.2255
0x136831c6c1ec98cdc354362c4a61e1295030a43c,225493,0.2254
0xfc436f533bbe43f5110bbfb9997194eb6d61ecec,225158,0.2251
0xb2e89759770e8523d0a12035dfc3bcfc309e28cd,225103,0.2251
0x927b87f04c3e46940b6c795befa25f104f50d0d7,224843,0.2248
0x467a65d9720f7a462d6f0e45f76ed26b2cba1961,224709,0.2247
0xa780af07a438c4ee04c2b0386fdbad513a1eb953,224693,0.2246
0xbaa86276f8347cdef9c29303fa25025d7af8a0de,224381,0.2243
0xca0978a2a32e25bfe94075c0a508ac710938329d,224367,0.2243
0x96d1ecdcafd6125cada15e85ce21775782dcdb61,224307,0.2243
0xb4b0a3a144aaca6848ab7bd40a555de6e619824a,224053,0.224
0xb0d82329c751004954ed4df43cba8265afec0f2c,223884,0.2238
0xcd9b9d5d6c03581c0f68a415ad57467d92890277,223369,0.2233
0x464c5e7ec3489a85a1ee8246195d718e26bf2865,220342,0.2203
0xce11977e1564cd2400e741944cba46d2a4641a95,219733,0.2197
0x2165cc15c59527b05f70c9ab504f47bf8e7ac31d,219198,0.2191
0x6c235cccb782f37e0a4ff3df46b609539f893ea8,216472,0.2164
0x30ab6e3e5377c6c254fb67e4931a6a00943ed3cb,216275,0.2162
0x453b613d2aa06c344470c3ac042088e6dce590e4,215395,0.2153
0x5f6e47304d6771175afb41bbf3f0bed6d8013b7d,214986,0.2149
0xb72252fe4a79f57226ebb5d84deb91a8ca563564,214230,0.2142
0x127ad227fb8a9f3b12984175260dfc165ccda8c8,210730,0.2107
0x054ee5a111671ed66acd87b0f5491edd003595d2,209625,0.2096
0x78fae193511b9b3d77d717198321745fd05ca61d,209282,0.2092
0x0c11e4ec69f679e3ea07c4ab6190d51b1db4606b,208877,0.2088
0x175bf09109e152e895a7a8c04edbd1ca62996769,208814,0.2088
0x06095567551d9ca92086b6c59412c5b8b29c5382,208561,0.2085
0x825ec5ce2c149bc61a151507b8650979537ed86d,208445,0.2084
0x4292983c4061451da4ff389a6a38dee66bb61fb6,208418,0.2084
0x70b02434b32aa0da5e3d12009023bea44a6bd73c,208138,0.2081
0xdc2ebee05f7a20d3d56c1b5baf1e067e85b27e88,207452,0.2074
0x23f0d08797a87e63f55637b02ef25361290d52e4,206766,0.2067
0x2f987f53d7080607b1745959217510b434ca3723,206205,0.2062
0x16fb57d655ff5f893202d184173d05a2a0f00cbd,206052,0.206
0x00c4168dd6736e9850f50af8f3b6b5c113107e1a,205898,0.2058
0x85378cdccf0aed81fb31cb19529156c0444546f4,205898,0.2058
0xa51b1bc907fe0a6bc6538c5c56472c1d9c60de23,205898,0.2058
0xfd505e85b66ad71d51c973753e6a82b1f513192f,205898,0.2058
0x77708f85c2f59b771f36d57c54e5e0215fb13396,205581,0.2055
0xd00f5016f22cac0a6b5a3334c1810cd201f70623,205561,0.2055
0x2345eab815cfff5a94997a2b9bacd9aa5c3f598e,205535,0.2055
0x9435b03c69c2832f291a5c0a87f01a3338c4dcff,205431,0.2054
0xc443697c0d2c644989cc75f95f6e9fa3f2716312,205413,0.2054
0x564b3750e88baf9cf1aaa72e7c9463434324a22a,205395,0.2053
0xbf2aa2db97c96d29a69638c391aaf8080616f592,205389,0.2053
0x0e8164f7e45691b075959ce0b7d6385a2fafd52c,205180,0.2051
0x7e617b997b7f5f679320af71a38da18e31476c8d,204997,0.2049
0x2743addd5b1cba5fd1014dc569ebe5fa80d8a9b2,204963,0.2049
0xae275c7bd2880cb20819946e877942ae7710e5ff,204817,0.2048
0x3955cd92311c6504768c214dbb178d93992f0439,204654,0.2046
0x14222b3a5929f990a10a6cefd7777dde06ba1a50,204568,0.2045
0xee583593cd5fa215c4bc5e0f0f03a2c4e01e9a63,204399,0.2043
0x11b1d404d3506515e01ba027549d821946806717,204245,0.2042
0x9ff6c6383a40078117481ac935920fed2120e9a7,204176,0.2041
0x1390b026d99ee7689fecb697daabd02bc6a8dd3c,204174,0.2041
0x9623bd26f4fc8ca7c3b84acb05875da24eae4c0a,204081,0.204
0x9234c13e984d7218554a7109db7998921592dbbb,204079,0.204
0x56a1968eb0edd2fcb516564facdf2b1f20565edd,204071,0.204
0x7b1f44b86040da03bd556f3eff07c3471b094170,204056,0.204
0xb9873ae0dc5a234b16bcff07295c58c2774638a7,204054,0.204
0xbc25dd0ea26746fa4cf156c62ad7c8a3c35fe66b,203995,0.2039
0x9ef5a7e73212055754d6365664dabe7b360ce535,203774,0.2037
0xa33bc3c8331fd2dd23cfd963818a33d5bd88b87b,203667,0.2036
0x10b9e4f3248676f78fa0592237d7b01accd395c6,203636,0.2036
0x7c101749cc4cde543017e2135fee28e73a008003,203614,0.2036
0xf926e8c73a87b1036e64d270634170e316f3f488,203519,0.2035
0xf93ad9667fa019a389e2ca2f9f0644fd244c0ad3,203289,0.2032
0xe5d2d379bd3ec62ad54c8a2e531922f6722538f1,203135,0.2031
0x707fe86af329fa4b173cbad8426c77ef68964a21,203022,0.203
0x32d744acb52e042c3bf263a791cb7c261284af28,202574,0.2025
0x9241a95c573acd3c7863c902136292d7c272ba55,201930,0.2019
0x5c33ae7fc379c092e45ec2e4f8498aff024f7f15,201849,0.2018
0x6f8e99986493e5faaac50f4341e047c0276f727f,201569,0.2015
0x28a462ebefd70f3e55b91360db1008d67d4a2bf5,201009,0.201
0x7f62a4bf485434022388bc5439525293636abecf,200833,0.2008
0x6d7467a40c94261471f0ecf84f0d7c793b0f0f98,200721,0.2007
0x779e0bac5f16da0fbea2ce297f9597b109cd189c,200567,0.2005
0xbcca9aaf0c6ba6c3584ece05c6fe5c599d0e34b9,200434,0.2004
0x0fe7626cb34088b17d5c50c66bd64fa84ddbbc3b,199649,0.1996
0x270def6a42a6cb81316968149c2bd32b2a264669,199205,0.1992
0x41b568da1804e2cdd81a0600e6770d81b6669e29,197887,0.1978
0xff77fdef2685402f9064cd14ae24aa4609d8d867,197186,0.1971
0x6ae56cc7f2a489e94093b35b46f190ea5ecf327d,197111,0.1971
0x1b9da6a404df58c6bef6336e207c92b0d330bea2,196800,0.1968
0x58e936c08dfcceb8fa29f355d1ddbd4b17818a8b,196507,0.1965
0x122edefc9a3a02f4f7c4caf41ad29d9c900d0528,195397,0.1953
0x5bf694bb00cdb5e498603e977430c322218db625,171406,0.1714
0xfb8976c763e8b91283b1aff358b879cdf845b678,164861,0.1648
0x2cfa6bad2047354558adaaa7357f05b29301d23f,164563,0.1645
0x1f54886b250c2e26b103cf3e9226b799b83b8e94,163669,0.1636
0x5719fb6af1ce234be32c08dad0bcda3ad11461c7,160786,0.1607
0xd3f925042d39c23e7126e140ad1423142721c97c,160319,0.1603
0x8aff74555d65603e01f6aaff96a3888dd2e161fc,157323,0.1573
0x926eafee17f1217168127879b813d4fb99dae44c,146304,0.1463
0x82156c79a3c84c51f0f3ed0d269183543c35824c,133255,0.1332
0x5a8b6b2d397de6bfa3f1a50d334702220cafbd21,127651,0.1276
0x8ddcb0b10de8cf175456a627d6d09eaca175c2b6,123933,0.1239
0xf5143d17c0f4ca942d90fa9b0b9a1db38bc1dcde,120836,0.1208
0x1edd56194359271b3d9066d54a5484f6a83458de,119443,0.1194
0x833500df6d94b412161622c777c7b0c82bef883f,117825,0.1178
0xe9e43bf840b575ebec60b6bf919ad4218615ec7d,116978,0.1169
0x746bb09b8376b201e2f187e301a3c8811f75b65d,113512,0.1135
0x1c563ce15828bdf85b61455d10b761e9f498e62f,111588,0.1115
0xf177414566d855fdc106f73815cdbece6379c1d0,110538,0.1105
0x60d768c06bca540c8299e503efb2a5aba68d6e61,110170,0.1101
0xe9d1a164f8130ef73365bc9bac170113f99cd6ea,105954,0.1059
0x3c7bc2bf27e0a91ecd97dba1325af61e4cf47efd,102949,0.1029
0x87ae719faf89411036c2d9755a451919bff64cf7,101686,0.1016
0x9476462f950d30bb7728be51594611013045f198,101445,0.1014
0x38eb9929b0e7a8d1a27fc3e12166327b666f4138,100923,0.1009
0xa5e59b08943e09247cc92be7710223208cea7639,100923,0.1009
0xc03d8db64dfe98ebfd94a84bc1f825cab90ee15b,100881,0.1008
0x0d3015631c1e642e8eb35b5a0efcea24a7685603,100867,0.1008
0x46c02c0c16cdfb2b1da16f42dab23860096cd63f,100792,0.1007
0x27146cd533760e0867db2647dad531fde92d80ef,100715,0.1007
0x3b2c439a9997d0f06443f4ba44a3e4959c8854a8,100699,0.1006
0xf6f49c470765a9a5800112b80d6d8dab256b2198,100098,0.1
0x58ef6e9f01993866588d0b2b563ae28c67db8d4e,99822,0.0998
0x15cd7d7a1fc0ca1b91f58d64a591da4f5c50ad7e,99649,0.0996
0x4370b104c44c5f7d66ffd9d59daca5e5c7396557,99221,0.0992
0x25b0ab9c64733a22d90cffe9284373d7e9664141,98774,0.0987
0xb08f71ba91df87a45eba71378ceefa7d1271ca1f,98765,0.0987
0x2f403b2c093e85bc1746496952b620fa77949e81,94052,0.094
0xa19ebd8f9114519bf947671021c01d152c3777e4,91923,0.0919
0xd1a42fe4871f99b219859b812e7ebaa311149074,83689,0.0836
0x22b387735f956b1d58897f2af2aee972b7b08095,83367,0.0833
0xb725636361f0cd00f57fa13e578e58799b3e648c,82785,0.0827
0xdceaf68cd3ab7549c091868ad553584cede354e5,81969,0.0819
0x2b667478db1f275cc3b4bbb6a739bf8f5571d263,81948,0.0819
0x40024c88bc41279337db08a4e9b4c7b01e497e0a,81809,0.0818
0x6b52c8c82e9b6a77419d5cf7f4df0fabd2da3851,81766,0.0817
0x402a61e972707213e83448fea274f3540178da3d,80424,0.0804
0x61b91b94660a624757a079b0969b1994a28e0720,76911,0.0769
0x6fb66dc3c84f32cc3f872a55c6a8ba91c405f0f3,76501,0.0765
0x74cbfae31cdb816ece92bc62f0b2aa5632eda327,71007,0.071
0x680c1d7105040a7d8a9c5678ac025d826b2c39c0,65920,0.0659
0xe80859feb98a1c6b8e1cd20960c347ed1e514816,64670,0.0646
0xae2eed5b771dd8a35b33cbbf41014b7fab2e5927,64446,0.0644
0xf06e212f3d021842f1c8c2de4b9dd04945717add,61685,0.0616
0x233678715ab644073512c513d00a0f0b922c2074,61677,0.0616
0xd06337ff8638eab7849e01baed2ed756ebfa7fe1,60751,0.0607
0x07497437db00a12db5addb99d3cdd9f6937222d9,60585,0.0605
0x9e158fa53be6ec98b3396f8c17c5ef936ddac339,60550,0.0605
0xffec90fad1f7fbca154a5248d329dd9764e03fd4,60538,0.0605
0x64393f214c4c582c07347ddb6e3a64a1f39cda6f,60517,0.0605
0xceb0129e97713db7c5a76be199fa0bdb880dd185,54664,0.0546
0xccb0407d360cd1131827abfbe9e6469f15a62524,54291,0.0542
0x57fd1260b14914e8e9dd468b6e2130eca353f749,53609,0.0536
0xcc8ce777e51c86bb9beb00e17f2c711167cb5da0,53283,0.0532
0x7bed1a9fa10bc030456c7b3154590e4c02c9cb4f,52251,0.0522
0x709ffd99e60a32182f25263bea9ca95d67a1b94f,52002,0.052
0xb50685c25485ca8c520f5286bbbf1d3f216d6989,50351,0.0503
0x0f8776440d4e0f4e28fff19c36bd3a9f4afa019e,48661,0.0486
0x40fd7b406701e407c85688636318f6315cbc84b3,44526,0.0445
0x36c7b7f5a4896684fad6fc71e08746952a369405,42440,0.0424
0xf91f471dfe7d121d4ebc096d648083d5f385d317,41896,0.0418
0x66f80a55ffd549309a5352202bdd11b96c72d6ed,40830,0.0408
0x6bd4e0a50d0206be420fce0667d178328af874bb,40412,0.0404
0xe38dd570aa7c0de83d3e7faa4c1524b8e398030e,40370,0.0403
0x1ee9001d434b8f5ae45a59ab482f66925ef8218a,40368,0.0403
0x4221ee1d17ec6faceccaa0803abbfc2512848c8d,40366,0.0403
0xed619d017714b58ca36548c4dc6b9bf714cb89da,40364,0.0403
0x2d5afce86989a860ace230db8c06f0af49df4d99,40360,0.0403
0x6d9eb6c99445ac37411765be615ba4c6d63d7000,40360,0.0403
0x75e70040aa225ba61fd5df41add5ad716a85aa96,40360,0.0403
0x8f791c0592db171d84167d10baa70fd6dd26705c,40360,0.0403
0x60e627cf30dbb07451ba6ac9e590a0a495748710,40359,0.0403
0x8c0f33dacfa40e225c7ada0de2e3ee4d07d0751d,40359,0.0403
0x50dba6df01bc08b6b665c5925c7e614c8f311701,40356,0.0403
0x41ec28eceb137789032b2b505a57c1da829934cd,40355,0.0403
0x29d8b968386772ad152973a748e1a288523f0f3d,40345,0.0403
0x352c6e54d1203bd291f41b4c06c4cbba5b20a08a,40333,0.0403
0x4d9e63d89d32dae780d5790330d34eb80a70ef49,40333,0.0403
0x6bb4b413ecbf425a4ab829aaeea544a990131646,40333,0.0403
0x334019f6d6b2ea95458347d2dd65f3241116a6d5,40280,0.0402
0x09131f237b6514e2a079ee7c71e475f91bef5b7e,40246,0.0402
0x09c2eb5b6a9c3ca68702f79305062d774f42f51b,40238,0.0402
0xeecf18ffac9bfae3bcbb57959f3058213541fb7d,40209,0.0402
0xcc007529b5558bd07922eb407f08fe4fa5b1ad24,39824,0.0398
0xc186755575b27ced00f04641d1836343a47c29cf,39499,0.0394
0xc5c60ed6f1e297a338420103e46a6016c1b9aa05,38917,0.0389
0x62c7db69210cb72fe1f8966c87131e9c0abf7ce7,38343,0.0383
0x7fb5a98c552e375cfa79daea3e23542fa7c166a2,37973,0.0379
0xd4bc689aca0a4a0a80f6c144f0030378c2652621,37958,0.0379
0xeb3885780e0ca097e46b516533948e6980a5741a,36204,0.0362
0x3afeefe5fc2c139a3ada00c78e93c75e0e2e4f93,35392,0.0353
0xa3da716eb16e9c1ec64fcff7f42c806ceea69d90,34837,0.0348
0x368955efb1bf001683cb5f7ab223380caf0b86e5,34713,0.0347
0xeda49bce2f38d284f839be1f4f2e23e6c7cc7dbd,34286,0.0342
0xebb2ca8f3fed7944b7d1fabe4d3894bdfabf7f9d,33510,0.0335
0xb6d3928bbf35339416eb4220bd3657b2fd74eb63,33051,0.033
0x357d37db035fcf241575d13f98c3a6c4c706ca5c,31745,0.0317
0x7776421dd146dfd6ea947cbf29b69c519807d259,31243,0.0312
0x355dbc749110163148c864938ff653a3c009ac2a,31126,0.0311
0x0de3f84782427380c6588a9dca8675a5c40893cb,30922,0.0309
0xf01057a583e1e5939ebfa7805380f1f412e88d7c,30705,0.0307
0xb208420c52fa932433956a5503a464df49242c0d,30443,0.0304
0x1bdd2a02a33c70f7e1672b83652f0e5fc1e5eafc,29763,0.0297
0x58ed21455fec6f66da9d3699903633e2281d864a,26750,0.0267
0xb0e01d514df352ffb6d93aac9e87b935d30e538c,26192,0.0261
0xbb0681e131d704cb86bda625a730c7866e262a3a,25880,0.0258
0xf5b1ae5b41bec4ac1b6485df24f972db899f600b,25833,0.0258
0xf2b202bab6a3a1234be6a5dd80b71d725b70addf,25053,0.025
0x0f984420fb763ecb7f2122a8727fb2cd1d982131,24782,0.0247
0xa5a5eb41713a0812dbd99c76867f60e98a1dc5d6,24255,0.0242
0x952835d17ac55825f198a68dab2823cd60c8e6bd,24251,0.0242
0xaa19a18e60b52ba4bb09bfb406eedafd78b127e3,24216,0.0242
0xe7e72c7357335180fe8d1747bd2cf3383570ce6a,24215,0.0242
0xb1a522ffe70a50b21e8a081cd49bd70377bb4be1,24214,0.0242
0x21cef6f7087adb8ccacbde9e5241511e6db7a9bb,23765,0.0237
0x829cecfe65bd215f15c7d57a261126913e0f8f95,23590,0.0235
0x8c67a62b80f55c4dbb23b275bcd5007c6953bc2b,23492,0.0234
0x29e378ab67da3491ff3c4eb5b4da6a4de6868b58,23433,0.0234
0x46086deaeaacc53e53c623d2113d9f965dc215bb,23199,0.0231
0x879f50787ab4a36aa3cdf971691bfc8058da203c,23150,0.0231
0xfd7536228d3ec6be71b388e04f77421931b27f16,23092,0.023
0x2d12523cfd543aceeb0215b0887477dae7abe271,22829,0.0228
0x929cd0b5b03df44200a2f77291b886ae40cb9c63,22760,0.0227
0x0a8c33a7359eff8d306c8079b4043bbc1d887ae8,22388,0.0223
0xb87073e70e0c4d6ee228d8a920ebdf5500c3a89e,22227,0.0222
0x6454b32dcdd517eaa81a7fcf6a1905e750709e38,22214,0.0222
0x3c930ce6baeecae5d69a6fb05d554219e0fc645b,22209,0.0222
0x84894baf5d0c1964ffe8f3097697797904b47641,22203,0.0222
0x70b3eb071b028c6eb95ef9643a6ecd3eaa823a10,22200,0.0222
0x14d55c1bc548e0f195322d7cb3a5101227ecc71a,22198,0.0221
0x925030586aee5426e5a828c5c1b595727353dada,22198,0.0221
0x9ce5ca66e5ff700295f4d89f9dd5816d31b34477,22198,0.0221
0xbe722e553876d197e45537326a9b9f461cc53eef,22198,0.0221
0x2ff4e6bf5e44be06bf49abd7b01c018c54c2bf2c,22197,0.0221
0xb459834334602829bb1d18610339df29e3a0a7cf,22197,0.0221
0x7990bd07f6afa5004bb1ea3e09e4dbea32a76cda,22196,0.0221
0x33e921d9ee1821e174a4f9d786dc067fee0b6275,22195,0.0221
0x90602b9157d1f77947cc7e79e337ead8c503f838,22195,0.0221
0x61f3452194de23c765560415894f0249560ecbdd,22194,0.0221
0x29dfb7da8d41d0510663f0c70f2bee86e198f724,22193,0.0221
0xff50e30630d34ff0bb0a5ace3527ac9a36f25371,22192,0.0221
0xb3524caf4aa03259385147bf4d0aeae102fa3552,22191,0.0221
0x1b6f921d37953e321472dd7530c4171a59a10142,22189,0.0221
0xd7ad1067b0e3599c08f4bcfcbbad67ebd5fc81e1,22189,0.0221
0x69aea131aa2c758e65affb07adac06a9d42d42ff,22185,0.0221
0x9a4289d8d959e68b49484b8b24983783e320827d,22181,0.0221
0xdbd300eba0f755bb06da769a4e1a84e4330068af,22174,0.0221
0x80fe121b69163e17bd4e9cc573652e29e48fa4ae,22169,0.0221
0x11d25c03afed099883bd68dcaf22b1ee4f93c8e4,22161,0.0221
0x1b1c30504c6a80e81c866895867d71d31ee95528,22161,0.0221
0x81c54645a23049ae2df5616bac52540b5a83ed79,22155,0.0221
0x39282d686c819ed8b5262bca5184132f9d9895ca,22134,0.0221
0xca82151688c91013b42efab54175f53de62d0fd6,22075,0.022
0xad34c7873d522f3ca719590b8b04b497a8b63413,22033,0.022
0xd03a15516a3dc71261703e8bf3790d0f094a096c,22028,0.022
0xd365bfc9a5991727790685074624c23c8fad455c,22003,0.022
0x6b145300d4e4912f4cc6866268d7e169b0ad8e2a,21921,0.0219
0x4a03c2a9f3a11b1fc154c8bc9b825e0ff503b028,21910,0.0219
0xddda78690198398ea24c32faba940ed9582d3681,21736,0.0217
0xec88554f3a33f11912d000ee5d790166c08ceea0,21703,0.0217
0xb2c3379dd2774f1e8479146e98d6e084d8b995af,21656,0.0216
0xf8921e0329d334a24709adb6be4763bdfbc03859,21624,0.0216
0xa7eaa134207bed90659ed24ef92d41617e624087,21392,0.0213
0x3eb83bf50f2109c152a7cbf0beb303cc0248a9c5,21183,0.0211
0x70af97c4fd8e762e09aed0ef9c54c723ae3f6ca5,21183,0.0211
0xf9726ec833b7a4faf0965824bfe38f986005c3c0,21183,0.0211
0x3b8dfe237895f737271371f339eecbd66face43e,21084,0.021
0x4231be547904b34fb104b10da28f60a413094bdb,20938,0.0209
0xa8f7942e4be9c32ae7ea3c830e517e53edcfbb61,20910,0.0209
0x395fc9a7b8b2371721aaceba07cf7ae23f55ba14,20840,0.0208
0x48d02c421df013708f5e5a9ccb28182efc4a9de4,20809,0.0208
0xe9a830ab84558da8fbb7995306bdeda3f1f6d1de,20765,0.0207
0x0dddab17d0ee1416a757758fe4dce96ee8df211c,20727,0.0207
0xd78efc8903172beb1267753470437bcd8331b2d9,20679,0.0206
0x39ea1a9f8caa308ebb3f9da4829f1fff7b74b72c,20590,0.0205
0xb00fdb173e21de18f65f94101035d206e67cc915,20590,0.0205
0xc50965e638cf07fb735d48d40c53c8e64c2add7c,20590,0.0205
0xe1063fa58952fa22b17852910fc88ce46909d197,20590,0.0205
0xea5e5c2a920df3a960f7abe3dce61bb497266622,20590,0.0205
0xfcbc2095e8939e691f84c3fd56a90c84649d139e,20590,0.0205
0xfc8409c5426f7071e8afeae3456c6ed23d7abd94,20569,0.0205
0x0a6bc3389f4eca70a1c97e357c689279f12c9460,20549,0.0205
0x645f0604ac241c2431865d4ed842edaa8729292b,20518,0.0205
0xf29e367153f1a328f82b3552c92cb4b5bb75ea2c,20499,0.0204
0xaff0dfe71984b32bb6f042ffe1968ff20fa62b10,20458,0.0204
0x7b8f0b8e09ca522ad3418fb89b9176f1bc74644c,20447,0.0204
0x6f69286d7c51de0f0cf5f3c03c8ca3eda8a322f9,20439,0.0204
0x9e5efaaecad1d017964aaa682e5386e1c3b18d88,20423,0.0204
0x6aca3ff9f34498d4d9d34fb5ad203c441069735e,20385,0.0203
0x288a4e70eba5d4f92e28f8ccc561e9fc947304a1,20381,0.0203
0x8b961a604d1d06264431d2807d40db880d47905d,20381,0.0203
0xaa638a5426ad0904cc52e161b4a4832168eb9d40,20381,0.0203
0x096f92f264faf13643d887f9d556f13813a5a97a,20380,0.0203
0xbd862767836596c7a3aeb7f39bedfb3e8cd82e8d,20380,0.0203
0xf990ce93c674e610939789f4ec24a9c08ad8c042,20380,0.0203
0xba133ba5b4247a8298151bc95218ce45f53ffb3c,20379,0.0203
0xfddf199e252c6f4b41126b4815f745b6be0c9451,20379,0.0203
0x5f193e139fa2c4a57044f331863f64eb5a797af2,20378,0.0203
0xc50113025584ed45a0de295a052e1702dde06b01,20374,0.0203
0x0c0c0f538c1d869a9682d94d26fb973f1a8c192e,20372,0.0203
0x88805bf75111d338a0557f31f935796bf3e220f5,20367,0.0203
0x33cdd848507e7dd2224753124c935d300ce37721,20360,0.0203
0x65e67b5835e1a6d700fec8562a3fc95bf07e931e,20354,0.0203
0xc7d22cf64f994eccafd7caf614bcb70c4d3a5804,20350,0.0203
0x421b0d8cce6f38fc8c4344a29e643da6cb85e4ef,20332,0.0203
0x3d6991085ab1ae3926cb96f25684c40a364b6856,20284,0.0202
0xb9eb31acc71558bcd765dd1637084483ad5846da,20213,0.0202
0x024899f1b2e7c3cfc5e3db7f54ecc284fd775d29,20212,0.0202
0xff920b0402ce7242e4912cf18f72913b9dee708b,20203,0.0202
0x9dc3e0fc228c2455773e70ee9e987ae2a6fbc07d,20197,0.0201
0xa270d2222d62500d2821f0c5dd2bc4fe4d497f08,20196,0.0201
0x03b9765c0b7425fc0869b1c4497e35ace2bbdd17,20180,0.0201
0x204f18e8cf133a34ffd477856e7001e31b2683b8,20180,0.0201
0x3179c42dae179f7ecb40b9ae46647e45a6daafe5,20180,0.0201
0x490132355cb7a7273238e6fe87a0cc31751e816e,20180,0.0201
0x4bea4a6e9f877242f174003b00725f857db520ff,20180,0.0201
0x506e211e2597e7697309a532cb6227a0b559032b,20180,0.0201
0x92215391d24c75eb005eb4b7c8c55bf0036604a5,20180,0.0201
0x98c9eb634e8f4892c52e2a4a3d10ca86a410c7d3,20180,0.0201
0xb7d8b6f6240571bf7575bd8b7fbf14aade9f32d7,20180,0.0201
0xc0229733799a32fcbda487554867239b341bf958,20180,0.0201
0xc2f3d29d6a221c9d721e2aab424d7b37ac9147ab,20180,0.0201
0x7aa2194239874ad03b47c334cebad814f51e59a8,19942,0.0199
0x2b59f2cacceea02aead44189e4974bb0eb5cba0d,19794,0.0197
0x1a5b9a64189f54bbd3c01335e60c56c027fcf633,19624,0.0196
0x019ed608dd806b80193942f2a960e7ac8abb2ee3,18580,0.0185
0xa358d0bcedd6f16a5a6ac46c96d910179b94fcbc,18408,0.0184
0xe8a4e0c7cbeb034fce661f08a52719592e7ad5fc,13896,0.0138
0x15af357950a949dd3b84e4be73914f2eaa9683ed,13860,0.0138
0x4f2250f76b3d1fdca2b42b305ab37260c6fbe520,11426,0.0114
0x4c2849336824bdc58fc3f024b563351bfead54b7,10959,0.0109
0x4f82e73edb06d29ff62c91ec8f5ff06571bdeb29,10429,0.0104
0xdb3621f27de70591c28f823f5e1b77683a32e199,10206,0.0102
